gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,most_frequent_action,most_frequent_action_type,most_frequent_action_detail,most_frequent_device_type,most_frequent_secs_elapsed
2,33,0,0,5,5,7,3,2,3,6,US,114,7,0,6,25.0
1,25,0,0,5,5,7,3,2,3,23,US,87,3,75,6,1.0
1,39,0,0,5,2,3,6,2,3,23,other,62,7,73,6,17.0
2,40,0,0,5,7,1,0,2,6,11,NDF,131,7,0,8,88.0
0,45,0,0,5,5,7,6,2,8,0,NDF,114,7,0,6,0.0
0,41,0,0,5,5,7,3,2,3,10,US,56,3,25,6,4.0
2,37,0,0,5,2,3,6,2,6,11,US,49,7,0,8,26.0
2,21,1,0,5,2,3,0,2,6,10,NDF,114,7,75,8,10.0
1,25,0,0,5,2,3,0,2,6,11,US,62,7,73,8,6.0
1,33,1,0,5,5,7,3,2,3,23,NDF,131,6,63,6,28.0
1,22,0,0,5,5,7,3,2,6,6,DE,62,7,73,8,4.0
2,41,1,12,5,2,3,6,3,7,0,NDF,4,0,0,10,25.0
2,55,0,0,5,5,7,6,2,3,6,NDF,131,7,73,6,25.0
2,27,0,0,5,2,3,6,2,6,6,NDF,30,7,7,8,1121.0
2,29,1,12,5,2,3,6,0,4,0,NDF,43,0,0,1,271.0
0,54,0,25,5,2,3,6,3,8,0,US,114,7,68,11,4.0
2,27,0,0,5,2,3,6,2,6,6,US,60,0,0,8,6.0
1,31,1,0,5,2,3,6,2,6,10,NDF,45,3,20,8,65.0
1,28,1,0,5,2,3,6,2,6,6,US,114,3,73,8,162.0
1,30,1,0,5,2,3,6,2,6,9,NDF,114,7,73,8,130.0
1,36,0,0,5,5,7,3,2,6,11,NDF,131,6,63,8,2169.0
1,34,1,12,5,2,3,3,3,6,10,US,114,7,68,11,20.0
2,42,0,8,5,7,7,0,2,6,11,US,45,7,0,8,1.0
2,43,0,0,5,5,7,3,2,7,17,NDF,131,6,63,10,85.0
1,22,0,0,5,2,3,6,2,3,23,NDF,114,7,0,6,15.0
1,55,0,0,5,2,3,6,2,6,11,US,56,3,25,8,571.0
2,36,1,0,5,2,3,6,2,3,10,US,106,7,73,6,27.0
0,31,0,0,5,6,7,6,2,3,10,US,15,3,11,6,13.0
1,31,1,0,5,2,3,6,2,6,11,US,62,7,37,8,2414.0
2,29,0,0,5,5,7,3,2,3,6,US,45,3,20,6,99.0
2,45,1,12,5,2,3,6,3,8,0,NDF,60,0,0,11,77.0
0,31,0,0,5,7,7,0,2,3,6,US,62,7,73,6,0.0
2,46,0,24,5,2,3,0,1,8,17,US,43,6,56,0,0.0
2,26,1,0,5,5,7,0,2,6,6,NDF,62,7,0,8,566.0
1,30,1,0,5,2,3,6,2,3,6,US,110,2,73,6,25.0
1,23,0,0,5,2,3,6,2,3,23,US,62,7,73,6,10.0
0,27,0,0,5,7,1,0,2,6,11,FR,114,3,59,8,25.0
0,36,0,0,5,2,3,0,2,2,6,NDF,48,0,0,5,2.0
2,32,1,0,5,2,3,6,2,3,6,FR,114,7,73,6,23.0
2,35,1,0,5,2,3,6,2,6,6,NDF,45,7,20,8,511.0
1,20,1,0,6,1,7,3,2,6,6,NDF,110,2,73,8,8.0
2,40,0,0,5,2,3,6,2,6,6,NDF,48,0,0,8,288.0
0,23,0,0,5,5,7,3,2,3,6,NDF,62,0,0,6,4.0
0,25,0,0,5,7,7,0,2,6,6,US,60,0,0,8,686.0
2,43,1,0,5,2,3,6,2,3,23,NDF,24,3,13,6,1042.0
1,28,1,0,5,2,3,0,2,6,11,US,30,2,7,8,903.0
0,48,0,0,5,5,7,3,2,3,10,NDF,119,2,59,6,29.0
1,25,0,0,23,5,7,3,2,3,6,NDF,114,2,73,6,9.0
2,31,0,0,5,5,7,3,2,6,6,US,97,7,37,8,2305.0
0,27,0,0,5,2,3,6,2,6,11,NDF,114,2,0,8,5.0
1,19,1,12,5,2,3,6,3,4,0,NDF,33,2,14,11,0.0
2,27,1,0,5,5,7,3,2,3,6,US,114,3,59,6,35.0
0,60,0,0,5,2,3,6,2,3,23,NDF,131,6,63,6,287.0
1,30,0,0,5,1,7,3,2,3,23,US,119,2,59,6,20.0
2,50,0,0,5,2,3,6,2,6,10,US,87,7,75,8,39.0
2,29,1,12,5,2,3,6,3,8,0,FR,114,7,68,11,16.0
2,71,1,12,5,2,3,6,3,8,0,NDF,114,0,0,11,47.0
1,67,0,0,5,2,3,6,2,6,10,other,114,3,73,8,39.0
2,36,1,0,5,2,3,5,2,6,11,US,8,0,0,8,2.0
2,35,1,12,5,2,3,6,3,8,0,NDF,114,7,68,11,16.0
2,34,0,0,5,2,3,6,2,3,6,US,114,7,73,6,0.0
1,37,0,0,5,2,3,6,2,3,23,US,45,7,0,6,234.0
1,30,1,12,5,2,3,6,0,4,0,NDF,114,7,0,1,2.0
2,32,1,0,5,2,3,6,2,3,6,NDF,110,2,73,6,1.0
0,25,0,0,5,2,3,6,2,3,6,US,15,2,73,6,17.0
0,30,0,24,5,2,3,0,1,6,6,US,26,3,0,0,153.0
2,31,1,0,5,4,7,6,2,3,23,NDF,110,2,73,6,370.0
2,49,1,0,5,2,3,6,2,6,11,NDF,56,3,25,8,27.0
1,46,0,0,5,2,3,6,2,6,11,US,62,7,0,8,4.0
2,34,1,0,5,2,3,6,2,6,6,NDF,87,3,75,8,66.0
2,25,1,0,5,6,7,3,2,3,6,NDF,114,7,73,6,13.0
1,23,0,0,5,5,7,3,2,3,6,US,62,7,73,6,38.0
2,33,1,0,5,2,3,0,2,6,6,US,110,2,73,8,80.0
2,33,1,12,5,2,3,6,3,8,0,NDF,114,7,0,11,23.0
1,24,0,0,5,2,3,6,2,6,6,NDF,87,3,75,8,4.0
2,34,1,12,5,2,3,6,3,8,0,NDF,109,2,73,11,29.0
2,38,0,0,5,2,3,6,2,3,10,NDF,114,7,73,6,11.0
2,33,0,0,5,7,7,0,2,6,6,US,114,0,0,8,15.0
1,32,0,0,5,2,3,6,2,6,10,NDF,131,6,63,8,12.0
1,32,1,12,5,2,3,6,3,8,0,NDF,114,7,0,11,10.0
0,54,0,0,5,6,7,3,2,3,6,US,119,3,59,6,84.0
2,29,1,0,5,2,3,6,2,6,6,US,8,0,0,8,72.0
2,30,0,0,5,2,3,6,2,6,11,US,114,3,75,8,24.0
2,23,1,0,5,5,7,3,2,3,6,NDF,127,7,0,6,0.0
2,31,0,0,5,2,3,6,2,3,23,NDF,62,7,73,6,51.0
2,23,0,0,5,2,3,6,2,6,6,other,60,0,0,8,53.0
1,31,1,0,5,5,7,3,2,3,10,NDF,62,3,73,6,2019.0
2,63,0,0,5,5,7,3,2,6,6,NDF,131,6,63,8,23.0
2,26,1,0,5,2,3,5,2,3,23,NDF,15,3,11,6,21.0
2,31,1,0,19,1,5,3,2,7,17,NDF,127,0,0,10,14.0
0,60,0,25,5,2,3,6,3,8,0,NDF,114,6,43,11,126.0
1,37,0,0,5,5,7,3,2,3,23,NDF,62,7,73,6,283.0
1,34,0,0,5,5,7,3,2,6,6,NDF,131,6,63,8,301.0
2,46,1,0,5,5,7,3,2,3,10,US,62,7,0,6,0.0
1,31,1,0,5,2,3,6,2,3,23,US,106,7,45,6,437.0
2,80,0,0,5,6,7,3,2,6,11,FR,56,3,25,8,17.0
1,53,0,0,5,7,7,0,2,3,6,US,131,6,63,6,24.0
2,40,0,0,5,2,3,3,2,3,10,NDF,43,7,0,6,230.0
1,26,1,0,5,2,3,5,2,3,23,other,114,7,63,6,142.0
1,60,1,0,5,2,3,6,2,3,6,FR,114,3,75,6,31.0
2,35,0,0,5,5,7,3,2,3,10,US,62,3,37,6,73.0
1,52,0,0,5,7,5,4,2,6,10,NDF,45,0,0,8,28.0
1,23,1,0,5,2,3,0,2,6,11,NDF,114,7,73,8,47.0
0,25,0,0,5,5,7,3,2,3,23,US,45,7,20,6,629.0
2,20,0,0,5,2,3,6,2,6,6,NDF,48,0,0,8,346.0
1,24,0,0,5,2,3,6,2,6,11,NDF,62,7,73,8,17.0
0,29,1,0,5,2,3,6,2,6,11,NDF,24,3,25,8,3474.0
1,34,0,0,5,6,7,3,2,7,17,US,110,2,73,10,168.0
1,51,1,0,5,5,7,3,2,3,23,DE,114,7,73,6,1.0
2,36,1,0,5,2,3,6,2,6,10,US,48,7,0,8,0.0
1,29,0,0,5,5,7,0,2,3,23,NDF,60,7,0,6,1.0
2,26,1,0,5,2,3,6,2,3,6,NDF,131,7,28,6,101.0
0,24,0,24,5,2,3,6,1,8,17,NDF,114,3,0,0,17.0
1,35,1,0,5,5,7,3,2,6,10,NDF,87,3,75,8,23.0
1,67,0,0,5,4,7,3,2,3,23,NDF,114,0,0,6,19.0
1,54,0,0,5,6,7,3,2,7,17,NDF,131,6,63,10,1743.0
0,36,0,0,5,7,7,0,2,3,6,US,114,7,73,6,31.0
1,46,1,0,5,2,3,6,2,6,6,NDF,110,2,73,8,3.0
2,34,1,12,5,2,3,6,3,8,0,US,109,2,73,11,83.0
1,64,0,0,5,5,7,6,2,6,10,US,56,0,0,8,73.0
1,39,0,0,5,2,3,0,2,3,6,US,110,2,73,6,11.0
0,25,0,0,5,5,7,0,2,1,11,DE,43,3,19,6,3998.0
1,33,0,0,5,5,7,6,2,7,17,NDF,114,3,75,10,20.0
2,27,1,0,5,2,3,0,2,6,6,NDF,110,2,73,8,3.0
0,29,0,25,5,2,3,6,3,8,0,NDF,4,0,0,11,8.0
0,32,0,0,5,2,3,5,2,3,23,US,48,7,21,6,7.0
0,23,0,0,5,7,7,6,2,6,6,FR,110,2,73,8,909.0
1,33,1,0,5,1,7,3,2,1,11,NDF,24,3,25,7,137.0
1,30,0,0,5,2,3,0,2,7,17,NDF,110,7,73,10,177.0
2,40,1,12,5,2,3,6,0,4,0,US,114,7,73,8,56.0
0,33,0,0,5,5,7,6,2,3,6,US,110,2,73,6,0.0
2,20,1,0,5,2,3,6,2,6,6,US,114,2,73,8,4.0
1,26,1,0,5,6,7,0,2,6,6,NDF,87,3,75,8,52.0
2,34,2,12,5,2,3,6,0,4,0,US,114,7,0,1,1.0
1,23,1,12,5,2,3,0,1,8,17,NDF,114,3,68,11,30.0
0,39,0,0,5,5,7,3,2,3,23,NDF,114,7,68,6,4.0
1,24,1,0,5,2,3,6,2,6,6,NDF,114,3,75,8,17.0
2,77,1,0,5,2,3,0,2,3,10,US,97,7,37,6,1104.0
1,23,1,0,5,2,3,0,2,3,23,NDF,114,3,73,11,156.0
1,31,1,12,5,2,3,6,3,3,23,US,109,0,0,11,66.0
1,25,0,0,5,5,7,5,2,3,23,US,48,0,0,6,737.0
2,59,1,0,5,1,7,3,2,6,6,NDF,110,2,73,8,304.0
1,49,1,0,5,6,7,3,2,3,6,NDF,24,3,32,6,91.0
2,32,1,0,5,5,7,6,2,6,6,US,110,2,73,6,5.0
1,32,0,0,5,1,7,6,2,3,23,NDF,62,7,73,6,52.0
1,25,1,0,5,2,3,6,2,3,6,NDF,45,7,20,6,21.0
2,29,0,0,5,2,3,6,2,3,23,NDF,131,6,63,6,81.0
1,25,1,12,5,2,3,6,3,8,0,NDF,109,2,73,11,12.0
2,50,0,0,5,6,7,3,2,6,6,US,114,7,73,8,17.0
1,31,0,8,5,2,3,6,2,8,0,US,114,7,68,11,16.0
2,28,1,0,5,5,7,3,2,6,6,US,106,7,45,8,0.0
0,31,0,0,5,2,3,6,2,6,6,FR,48,7,0,8,19.0
1,28,1,12,5,2,3,6,3,8,0,NDF,109,0,0,11,77.0
2,36,1,0,5,5,7,3,2,6,10,US,87,7,73,8,0.0
1,33,1,0,5,4,7,3,2,3,6,NDF,110,2,73,6,25.0
1,35,0,0,5,2,3,6,2,3,6,other,13,0,0,6,3.0
1,32,1,0,5,1,7,3,2,3,6,NDF,114,3,73,6,14.0
2,20,1,12,5,2,3,6,3,8,0,NDF,76,0,40,11,23.0
1,33,0,0,5,2,3,6,2,1,11,US,30,7,7,7,1681.0
1,30,0,0,5,5,7,6,2,8,17,US,114,7,0,8,937.0
2,32,1,12,5,2,3,6,3,3,23,NDF,109,2,73,11,20.0
0,42,0,0,5,2,3,6,2,3,6,US,13,0,0,6,5.0
2,36,1,0,5,2,3,6,2,3,23,CA,62,7,73,6,11.0
1,25,1,0,5,2,3,4,2,3,10,US,62,7,73,6,30.0
1,30,1,0,5,2,3,6,2,7,17,ES,114,7,21,10,25.0
1,31,1,0,5,5,7,3,2,3,10,NDF,87,7,75,6,149.0
1,30,1,12,5,2,3,6,3,8,0,NDF,114,7,0,11,43.0
1,25,0,23,23,2,3,6,0,4,0,US,114,7,0,1,331.0
1,24,1,0,5,2,3,0,2,3,10,NDF,110,2,73,6,30.0
1,33,1,0,5,2,3,6,2,7,17,US,22,7,0,8,45.0
0,27,0,0,5,2,3,6,2,6,6,US,13,0,0,8,17.0
1,25,1,12,5,2,3,6,3,8,0,NDF,114,7,68,11,10.0
2,35,0,0,5,6,7,3,2,3,23,NDF,56,7,0,6,2.0
2,30,1,0,5,5,7,3,2,3,6,NDF,131,6,63,6,19.0
2,45,1,0,5,2,3,6,2,3,23,US,114,3,73,6,48.0
1,39,1,0,5,1,7,3,2,3,10,CA,110,2,73,6,65.0
1,42,1,12,5,2,3,6,3,8,0,NDF,4,0,0,11,23.0
1,36,1,12,5,2,3,6,3,8,0,NDF,114,7,0,11,9.0
1,48,0,0,5,5,7,3,2,6,11,NDF,131,6,63,8,1063.0
1,53,0,0,5,5,7,3,2,6,10,NDF,62,7,0,8,7.0
1,30,0,0,5,2,3,6,2,3,6,NDF,131,6,63,6,137.0
1,30,1,0,5,2,3,6,2,6,6,NDF,114,3,75,8,1.0
2,32,1,0,5,2,3,6,2,6,6,US,127,7,74,8,60.0
2,32,1,12,5,2,3,0,1,8,17,US,114,0,0,0,5.0
2,40,0,0,5,7,7,0,2,6,6,ES,15,2,11,8,12.0
1,31,0,0,5,2,3,6,2,3,23,FR,48,7,0,6,38.0
2,34,1,0,5,7,7,6,2,6,6,NDF,22,0,0,8,123.0
2,43,0,0,5,2,3,6,2,6,10,NDF,114,7,0,8,67.0
2,34,2,12,5,2,3,6,0,4,0,US,114,7,0,1,238.0
2,48,0,0,5,6,7,3,2,7,17,US,114,7,0,10,43.0
1,27,1,12,5,2,3,6,0,4,0,NDF,114,7,0,1,26.0
1,60,0,0,5,2,3,6,2,6,11,NDF,56,3,73,8,2.0
2,24,1,0,5,2,3,6,2,3,6,ES,24,0,0,6,13.0
2,34,1,12,5,2,3,6,0,4,0,US,114,7,0,1,9.0
2,20,1,12,5,2,3,6,3,8,0,NDF,114,7,68,11,1.0
1,24,0,0,5,2,3,6,2,6,10,US,114,3,75,8,43.0
1,42,1,12,5,2,3,6,3,8,0,NDF,114,7,68,11,13.0
1,26,1,12,5,2,3,6,3,8,0,NDF,114,7,0,11,15.0
2,91,1,12,5,2,3,6,3,8,0,NDF,114,7,68,11,0.0
2,46,1,12,23,2,3,0,1,7,17,US,110,2,73,11,70.0
1,26,1,0,5,2,3,4,2,3,6,NDF,114,3,75,6,15.0
2,20,0,24,5,2,3,6,1,8,0,CA,114,0,0,11,0.0
1,62,1,0,14,2,3,0,2,6,11,NDF,24,3,25,8,1470.0
2,27,1,12,5,2,3,6,3,8,0,NDF,114,7,68,11,11.0
1,44,1,0,5,2,3,6,2,3,25,US,114,3,59,6,42.0
1,42,1,0,5,2,3,6,2,7,17,US,114,7,73,8,37.0
2,38,1,12,5,2,3,6,3,8,0,NDF,109,2,73,11,15.0
1,56,0,0,5,2,3,0,2,7,17,US,110,2,73,10,36.0
0,35,0,0,5,2,3,6,2,3,6,US,106,7,73,6,10.0
2,29,1,0,5,2,3,0,2,3,23,NDF,62,0,0,6,4.0
2,29,1,0,5,5,7,3,2,3,23,NDF,62,7,73,6,5.0
0,31,0,0,5,6,7,6,2,6,6,NDF,13,0,0,8,2.0
1,25,1,12,5,2,3,6,3,8,0,US,114,7,68,11,35.0
2,34,0,0,5,2,3,6,2,3,6,US,106,7,45,6,0.0
1,35,0,0,5,2,3,0,2,3,10,GB,48,7,0,6,0.0
0,35,0,0,5,5,7,3,2,6,11,NDF,131,6,63,8,772.0
0,42,0,0,5,2,3,6,2,7,17,NDF,56,0,0,10,38.0
2,26,1,12,5,2,3,6,3,8,0,US,4,0,0,11,445.0
0,69,0,0,5,2,3,6,2,3,23,other,106,7,45,6,0.0
1,35,0,0,5,2,3,6,2,8,17,other,62,3,73,6,33.0
2,35,1,0,5,2,3,6,2,3,10,US,24,0,0,6,14.0
1,30,0,0,5,5,7,6,2,8,17,US,48,7,21,8,248.0
0,33,0,0,5,2,3,0,2,3,23,NDF,114,3,73,6,59.0
2,29,1,0,5,2,3,6,2,3,23,NDF,62,7,73,6,346.0
1,40,0,0,5,2,3,6,2,6,10,NDF,43,3,19,8,2501.0
2,23,1,0,5,2,3,0,2,3,6,US,110,2,73,6,39.0
0,26,0,0,5,2,3,6,2,6,11,NDF,62,7,0,8,1397.0
1,28,1,0,5,2,3,6,2,8,17,US,114,7,75,6,519.0
1,38,0,25,5,2,3,6,3,8,0,US,114,7,68,11,8.0
2,40,1,0,5,2,3,6,2,6,10,other,87,3,75,8,45.0
0,25,0,0,5,2,3,6,2,6,6,US,106,7,45,8,0.0
2,21,1,0,5,2,3,6,2,3,23,IT,62,7,73,6,3.0
1,23,1,12,5,2,3,6,3,8,0,NDF,114,7,68,11,11.0
0,30,0,25,5,2,3,6,3,8,0,NDF,4,6,0,11,126.0
2,28,1,12,5,2,3,6,0,4,0,NDF,114,0,0,1,261.0
1,22,1,0,5,6,7,3,2,3,23,NDF,131,6,63,6,35.0
0,39,0,25,5,2,3,6,3,8,0,US,62,7,37,6,786.0
2,53,1,0,14,1,7,3,2,6,11,NDF,110,2,73,8,35.0
2,32,1,0,5,6,7,3,2,3,23,US,87,3,73,6,8.0
2,50,1,0,5,1,7,3,2,3,23,NDF,87,3,73,6,15.0
1,27,1,12,5,2,3,6,3,8,0,NDF,114,7,68,11,3.0
0,24,0,0,5,7,5,6,2,6,6,US,114,7,45,8,0.0
2,33,1,12,5,2,3,6,3,8,0,NDF,114,7,68,11,82.0
2,38,1,0,5,2,3,6,2,6,10,NDF,62,7,73,8,7.0
1,22,1,0,5,5,7,3,2,3,10,US,24,3,25,6,5082.0
0,18,0,0,5,1,7,3,2,6,6,US,114,7,73,8,32.0
1,30,1,12,5,2,3,6,3,8,0,other,114,7,68,11,466.0
1,29,0,0,5,2,3,0,2,3,6,NDF,114,7,73,6,16.0
2,28,0,25,5,2,3,6,3,7,0,US,114,7,68,10,20.0
2,31,0,0,5,2,3,0,2,7,17,NDF,56,3,25,10,1.0
2,34,0,0,5,2,3,6,2,6,6,US,110,2,73,8,10.0
1,37,0,0,5,5,7,6,2,3,23,US,48,7,21,6,39.0
0,28,0,0,5,5,7,3,2,3,23,US,131,6,63,6,293.0
2,44,0,0,5,5,7,0,2,3,10,US,110,2,73,6,53.0
2,28,2,12,5,2,3,6,0,4,0,NDF,4,0,0,1,21.0
2,45,0,0,5,5,7,3,2,7,17,US,114,3,73,10,2.0
0,35,0,0,5,2,3,6,2,7,17,NDF,131,7,63,10,68.0
1,30,0,0,5,5,7,3,2,6,10,US,114,2,73,8,25.0
0,24,0,0,5,7,5,0,2,3,23,US,97,7,0,6,0.0
0,18,0,0,5,2,3,6,2,3,6,US,45,2,20,6,32.0
1,33,1,0,5,5,7,3,2,3,23,NDF,62,7,73,6,73.0
1,23,1,0,5,2,3,0,2,3,23,NDF,15,3,11,6,15.0
2,28,0,0,5,5,7,3,2,3,10,NDF,131,6,63,6,926.0
1,33,0,0,13,7,7,0,2,3,6,US,30,7,7,6,1403.0
2,27,1,12,5,2,3,6,3,8,7,US,4,0,0,0,171.0
2,32,1,0,5,2,3,6,2,6,10,NDF,22,0,0,8,599.0
1,32,0,0,5,6,7,3,2,6,6,NDF,114,3,73,8,38.0
2,27,1,0,5,5,7,3,2,6,6,FR,22,0,0,8,21.0
1,22,0,25,5,2,3,6,3,8,0,US,114,7,68,11,23.0
1,22,0,0,5,5,7,6,2,3,6,US,45,3,20,11,37.0
2,23,0,0,5,2,3,6,2,3,6,US,60,0,0,6,52.0
0,47,1,0,5,2,3,6,2,7,17,NDF,114,3,59,10,424.0
1,38,0,0,5,2,3,6,2,3,23,US,106,7,45,6,0.0
2,24,1,0,5,2,3,3,2,3,23,other,114,3,11,6,1.0
0,59,0,0,5,2,3,0,2,3,10,US,106,7,45,6,783.0
1,25,0,0,5,2,3,6,2,6,10,other,131,6,63,8,3.0
2,56,0,0,5,5,7,3,2,3,23,US,110,2,73,6,63.0
2,33,1,0,5,5,7,3,2,3,6,US,131,6,63,6,185.0
2,29,0,0,5,2,3,6,2,3,10,NDF,110,7,73,6,1254.0
1,38,0,0,5,2,3,6,2,6,6,ES,110,2,73,8,18.0
1,36,1,12,5,2,3,6,3,8,0,NDF,114,0,0,11,5.0
1,51,1,0,5,2,3,6,2,3,23,NDF,114,3,59,6,11.0
0,25,1,12,5,2,3,6,3,8,0,NDF,114,7,68,11,30.0
2,38,1,0,5,2,3,6,2,6,6,NDF,110,7,73,8,5.0
2,50,0,0,5,5,7,3,2,3,23,US,87,3,73,6,15.0
1,25,1,0,5,2,3,6,2,6,6,US,114,2,73,8,15.0
2,46,1,0,5,5,7,3,2,3,6,NDF,131,6,63,6,275.0
1,28,1,0,5,2,3,0,2,3,23,US,62,7,73,6,28.0
2,56,1,0,5,2,3,6,2,6,6,US,106,7,45,8,0.0
1,31,1,12,5,2,3,6,3,8,0,US,4,0,0,11,237.0
2,36,0,0,5,2,3,6,2,3,23,CA,62,7,73,6,84.0
2,44,0,0,5,2,3,6,2,6,6,NDF,131,6,63,8,23.0
2,42,1,0,5,6,7,3,2,3,6,US,114,3,73,6,29.0
1,27,0,0,5,2,3,6,2,3,23,other,127,7,73,6,0.0
2,35,1,0,5,5,7,3,2,3,23,NDF,62,7,73,6,44.0
0,42,0,0,5,2,3,6,2,6,10,US,60,0,0,8,27.0
2,31,0,0,5,2,3,6,2,6,6,NDF,45,7,20,8,113.0
1,34,0,0,5,2,3,6,2,3,6,NDF,114,3,73,6,25.0
1,63,1,0,5,2,3,6,2,6,11,US,87,3,75,8,11.0
0,23,0,0,5,2,3,6,2,1,11,US,87,3,75,7,34.0
2,25,1,12,8,2,3,3,2,3,6,FR,114,3,73,6,400.0
2,26,1,0,5,2,3,0,2,6,6,NDF,24,0,0,8,2.0
0,32,0,0,5,5,7,3,2,3,6,US,114,2,73,6,3.0
2,25,1,0,5,2,3,6,2,3,6,NDF,24,2,32,6,10.0
2,42,0,0,5,6,7,3,2,3,23,US,62,7,73,6,46.0
2,28,1,12,5,2,3,6,3,8,0,other,114,7,68,11,16.0
2,31,0,0,5,2,3,0,2,3,6,NDF,110,2,73,6,5532.0
2,20,1,0,5,2,3,6,2,3,6,NDF,119,2,73,6,24.0
1,67,0,0,5,5,7,5,2,3,23,other,45,7,20,6,239.0
2,26,1,0,5,3,11,0,2,3,23,NDF,45,7,20,6,110.0
1,25,0,25,5,2,3,6,3,8,0,NDF,114,3,73,6,8.0
1,30,0,0,5,2,3,6,2,7,17,FR,45,3,20,10,35.0
0,36,1,0,5,7,7,0,2,6,6,US,106,7,45,8,0.0
0,73,0,0,5,5,7,3,2,3,6,NDF,119,3,59,6,17.0
2,24,0,23,5,2,3,6,0,4,0,US,114,7,0,1,20.0
1,27,1,0,5,3,11,0,2,3,10,NDF,114,3,68,6,529.0
0,40,0,0,5,6,7,3,2,1,11,NDF,114,3,75,7,14.0
2,37,1,0,5,2,3,6,2,6,10,US,110,2,73,8,33.0
1,46,0,0,5,2,3,6,2,6,10,FR,87,7,73,8,81.0
1,28,1,12,5,2,3,6,3,8,0,US,114,7,68,11,2.0
2,29,0,0,5,2,3,0,2,6,6,IT,48,7,0,8,1.0
1,49,1,0,5,6,7,6,2,7,17,NDF,15,3,0,10,6.0
0,39,0,0,5,2,3,6,2,6,6,US,114,7,73,8,2.0
0,43,0,0,5,2,3,0,2,3,23,NDF,131,6,63,6,158.0
2,30,1,0,5,2,3,6,2,6,11,other,62,7,73,8,4.0
1,28,1,0,5,2,3,6,2,3,23,NDF,45,7,20,6,532.0
2,27,1,0,5,2,3,6,2,3,10,other,131,6,63,6,17.0
2,30,1,12,5,2,3,6,3,8,0,NDF,114,7,0,11,1.0
2,27,1,12,5,2,3,6,3,8,0,NDF,4,7,0,11,33.0
1,25,1,0,5,2,3,6,2,6,6,NDF,24,3,25,8,4503.0
1,66,0,0,5,2,3,6,2,3,23,CA,114,3,75,6,44.0
0,38,0,0,5,5,7,3,2,3,6,US,68,7,0,1,0.0
2,37,0,25,5,2,3,6,3,8,0,NDF,114,7,68,11,84.0
0,30,0,0,5,2,3,6,2,3,6,US,15,2,73,6,46.0
1,37,0,0,5,2,3,6,2,3,23,US,62,7,73,6,17.0
2,27,0,0,5,5,7,3,2,6,10,NDF,131,6,63,8,173.0
1,54,1,12,5,2,3,6,3,8,0,NDF,4,0,0,11,273.0
1,24,0,0,12,6,7,3,2,3,6,US,114,7,75,6,551.0
0,33,0,0,5,2,3,0,2,6,6,other,13,0,0,8,28.0
2,29,1,0,5,6,7,3,2,6,6,NDF,110,3,73,8,52.0
2,29,1,0,5,7,7,0,2,3,6,CA,15,3,11,6,6.0
2,25,1,12,5,2,3,6,0,4,0,NDF,109,2,73,1,59.0
1,23,1,0,5,2,3,6,2,6,11,NDF,110,2,73,8,107.0
2,33,0,0,5,2,3,6,2,3,10,other,48,7,0,6,381.0
0,53,1,0,5,2,3,6,2,6,10,NDF,60,0,0,8,387.0
0,35,0,0,5,2,3,6,2,1,11,US,62,7,11,7,156.0
1,25,1,0,5,2,3,6,2,3,23,NDF,114,7,0,6,940.0
1,53,1,0,5,4,7,3,2,3,23,NDF,114,3,73,6,20.0
2,30,1,12,5,2,3,6,3,8,0,NDF,114,7,0,11,8.0
1,30,1,12,5,2,3,6,3,8,0,NDF,114,7,0,11,593.0
1,35,1,0,5,5,7,3,2,3,6,NDF,110,2,73,6,10.0
2,31,0,0,5,2,3,6,2,3,6,NDF,131,6,63,6,25.0
1,23,1,0,5,5,7,3,2,6,10,US,62,7,73,8,15.0
1,47,0,0,5,2,3,6,2,6,11,NDF,114,0,0,8,12.0
1,24,0,0,5,2,3,0,2,6,6,US,97,7,73,8,67.0
1,38,0,0,5,2,3,6,2,6,10,US,114,7,0,8,21.0
2,32,1,0,5,4,7,6,2,6,10,NDF,24,2,13,8,1692.0
2,39,0,0,5,4,7,6,2,6,10,NDF,110,2,73,8,19.0
1,37,0,25,5,2,3,6,3,8,0,US,114,7,68,11,3.0
2,36,1,0,5,2,3,6,2,6,6,US,114,2,73,8,66.0
1,35,0,0,5,2,3,6,2,3,10,ES,131,7,0,6,0.0
0,59,0,0,5,7,7,0,2,3,6,US,131,6,63,6,271.0
1,25,1,0,5,2,3,6,2,3,10,NDF,114,3,0,6,73.0
2,26,1,12,5,2,3,6,3,8,0,US,114,3,68,11,15.0
0,33,0,0,5,2,3,6,2,3,23,NDF,56,0,0,6,99.0
1,26,0,0,5,2,3,6,2,3,6,NDF,48,7,0,6,207.0
1,30,0,0,5,4,7,6,2,3,23,NDF,114,3,73,6,12.0
2,62,0,0,5,2,3,6,2,7,0,IT,114,7,0,8,52.0
2,34,1,12,5,2,3,6,3,6,6,NDF,114,7,0,11,6.0
0,19,0,0,5,2,3,6,2,6,10,US,87,3,73,8,1.0
0,45,0,0,5,6,7,3,2,3,23,NDF,119,2,59,6,6.0
1,37,1,12,5,2,3,6,3,8,0,NDF,114,7,68,11,11.0
2,51,1,0,5,2,3,6,2,3,10,US,48,7,0,6,3.0
1,31,1,0,5,2,3,6,2,6,10,US,62,7,21,8,2.0
