date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,most_frequent_action
2014-03-25,2014-03-25,2014-03-25,-unknown-,28,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,US,pending
2014-03-25,2014-03-25,2014-03-25,MALE,73,facebook,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,FR,show
2014-03-26,2014-03-26,2014-06-06,FEMALE,36,basic,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Firefox,US,ask_question
2014-03-26,2014-03-26,2014-06-28,FEMALE,26,basic,24,en,direct,direct,linked,Moweb,Mac Desktop,Safari,US,click
2014-03-26,2014-03-26,2014-03-26,MALE,28,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,search_results
2014-03-26,2014-03-26,2015-03-13,MALE,36,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-03-26,2014-03-26,2015-03-20,-unknown-,35,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,show
2014-03-26,2014-03-26,2014-04-15,-unknown-,27,facebook,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,US,search_results
2014-03-26,2014-03-26,2014-03-26,MALE,31,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US,search_results
2014-03-26,2014-03-26,2014-04-03,FEMALE,28,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,other,calendar_tab_inner2
2014-03-26,2014-03-26,2014-03-27,-unknown-,31,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US,ajax_refresh_subtotal
2014-03-26,2014-03-26,2014-03-26,FEMALE,25,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,search_results
2014-03-26,2014-03-26,2014-04-18,MALE,55,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,US,search_results
2014-03-26,2014-03-26,2014-03-28,FEMALE,29,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,show
2014-03-26,2014-03-26,2014-04-05,MALE,27,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,other,show
2014-03-26,2014-03-26,2014-03-27,FEMALE,24,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,qt2
2014-03-26,2014-03-26,2014-03-31,FEMALE,23,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,ajax_check_dates
2014-03-26,2014-03-26,2014-03-27,FEMALE,32,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US,show
2014-03-26,2014-03-26,2014-03-26,MALE,28,basic,0,en,seo,google,linked,Web,Mac Desktop,Safari,other,index
2014-03-26,2014-03-26,2014-06-30,FEMALE,29,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,search_results
2014-03-26,2014-03-26,2014-03-26,-unknown-,61,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,other,create
2014-03-26,2014-03-26,2014-03-26,FEMALE,59,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US,confirm_email
2014-03-26,2014-03-26,2014-04-10,MALE,39,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other,edit
2014-03-26,2014-03-26,2014-03-27,MALE,37,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US,search_results
2014-03-26,2014-03-26,2014-03-26,MALE,60,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,DE,personalize
2014-03-26,2014-03-26,2014-03-26,MALE,33,facebook,12,en,api,other,untracked,iOS,Mac Desktop,Chrome,US,click
2014-03-26,2014-03-26,2014-05-12,MALE,26,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,update
2014-03-26,2014-03-26,2014-04-21,MALE,52,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other,confirm_email
2014-03-26,2014-03-26,2014-08-01,MALE,40,basic,0,en,sem-brand,google,linked,Web,iPad,Mobile Safari,US,update
2014-03-26,2014-03-26,2014-03-29,-unknown-,31,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,track_page_view
2014-03-26,2014-03-26,2014-10-23,MALE,37,basic,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,US,search
2014-03-26,2014-03-26,2014-04-20,MALE,30,facebook,12,en,api,other,untracked,iOS,iPhone,-unknown-,US,active
2014-03-26,2014-03-26,2014-03-26,FEMALE,27,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,calendar_tab_inner2
2014-03-26,2014-03-26,2014-04-06,FEMALE,20,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,personalize
2014-03-26,2014-03-26,2014-03-29,MALE,27,basic,0,en,seo,facebook,untracked,Web,Windows Desktop,Firefox,US,show
2014-03-26,2014-03-26,2014-03-29,FEMALE,28,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US,edit
2014-03-26,2014-03-26,2014-04-02,FEMALE,27,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US,ajax_check_dates
2014-03-26,2014-03-26,2014-03-28,-unknown-,36,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,personalize
2014-03-26,2014-03-26,2014-03-26,FEMALE,25,basic,0,fr,direct,direct,linked,Web,Mac Desktop,Safari,US,search_results
2014-03-26,2014-03-26,2014-04-15,MALE,41,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,show
2014-03-26,2014-03-26,2014-04-02,MALE,28,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,search_results
2014-03-26,2014-03-26,2014-03-26,-unknown-,45,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,FR,requested
2014-03-26,2014-03-26,2014-03-26,FEMALE,23,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,IT,show
2014-03-26,2014-03-26,2014-03-26,MALE,42,facebook,0,en,seo,facebook,linked,Web,Mac Desktop,Safari,US,requested
2014-03-26,2014-03-26,2014-03-31,MALE,29,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,search_results
2014-03-26,2014-03-26,2014-03-28,FEMALE,60,basic,0,en,direct,direct,omg,Web,Windows Desktop,Firefox,US,search_results
2014-03-26,2014-03-26,2014-06-02,FEMALE,21,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,other,search_results
2014-03-26,2014-03-26,2015-02-03,MALE,29,basic,0,en,remarketing,google,untracked,Web,Mac Desktop,Safari,US,show
2014-03-26,2014-03-26,2014-04-07,FEMALE,22,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,other,show
2014-03-26,2014-03-26,2014-10-07,-unknown-,39,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR,index
2014-03-26,2014-03-26,2014-03-26,-unknown-,26,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,search_results
2014-03-26,2014-03-26,2014-03-28,MALE,20,facebook,0,en,other,padmapper,untracked,Web,Mac Desktop,Chrome,US,show
2014-03-26,2014-03-26,2014-04-09,-unknown-,19,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,other,calendar_tab_inner2
2014-03-26,2014-03-26,2014-05-13,-unknown-,38,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,US,show
2014-03-26,2014-03-26,2014-05-07,FEMALE,30,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,IT,search_results
2014-03-26,2014-03-26,2015-01-09,MALE,27,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-03-26,2014-03-26,2014-03-26,-unknown-,47,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US,show
2014-03-26,2014-03-26,2014-03-28,FEMALE,34,facebook,12,en,api,other,tracked-other,iOS,Mac Desktop,Safari,US,click
2014-03-26,2014-03-26,2014-03-26,MALE,42,basic,25,en,direct,direct,untracked,iOS,iPad,Mobile Safari,US,edit
2014-03-26,2014-03-26,2014-03-27,MALE,23,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,requested
2014-03-26,2014-03-26,2014-04-02,FEMALE,27,basic,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,FR,search_results
2014-03-26,2014-03-26,2014-11-14,FEMALE,44,facebook,0,en,sem-brand,google,untracked,Web,iPad,Mobile Safari,US,show
2014-03-26,2014-03-26,2014-09-16,FEMALE,33,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,IT,personalize
2014-03-26,2014-03-26,2014-04-03,FEMALE,21,facebook,0,it,direct,direct,untracked,Web,Windows Desktop,IE,other,personalize
2014-03-26,2014-03-26,2014-03-26,MALE,45,basic,0,en,direct,direct,untracked,Web,Android Phone,Android Browser,US,personalize
2014-03-26,2014-03-26,2014-03-26,FEMALE,29,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,requested
2014-03-26,2014-03-26,2014-11-03,MALE,24,facebook,12,en,api,other,untracked,iOS,iPhone,-unknown-,US,active
2014-03-26,2014-03-26,2014-07-21,FEMALE,57,basic,25,en,direct,direct,untracked,iOS,Mac Desktop,Safari,US,identity
2014-03-26,2014-03-26,2014-03-28,MALE,43,facebook,0,nl,sem-brand,google,linked,Web,Windows Desktop,Firefox,FR,search_results
2014-03-26,2014-03-26,2014-03-26,-unknown-,66,basic,24,en,direct,direct,untracked,Moweb,Android Phone,Chrome Mobile,US,create
2014-03-26,2014-03-26,2014-06-23,FEMALE,21,basic,25,en,direct,direct,linked,iOS,Mac Desktop,Safari,US,click
2014-03-26,2014-03-26,2014-03-26,FEMALE,40,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,ask_question
2014-03-26,2014-03-26,2014-03-28,FEMALE,30,basic,25,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,US,click
2014-03-26,2014-03-26,2014-03-29,FEMALE,64,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,US,show
2014-03-26,2014-03-26,2014-04-01,FEMALE,49,basic,0,en,sem-non-brand,google,linked,Web,iPad,Mobile Safari,other,ajax_refresh_subtotal
2014-03-26,2014-03-26,2014-03-29,FEMALE,30,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US,show
2014-03-26,2014-03-26,2014-07-14,FEMALE,29,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US,ask_question
2014-03-26,2014-03-26,2014-11-28,FEMALE,29,facebook,0,en,other,other,marketing,Web,Mac Desktop,Firefox,other,authenticate
2014-03-26,2014-03-26,2015-02-27,FEMALE,25,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,search_results
2014-03-26,2014-03-26,2014-03-27,MALE,35,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,other,update
2014-03-26,2014-03-26,2014-03-26,-unknown-,24,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,requested
2014-03-26,2014-03-26,2014-10-24,FEMALE,21,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NL,ajax_refresh_subtotal
2014-03-26,2014-03-26,2014-03-26,MALE,36,basic,0,en,seo,facebook,untracked,Web,Windows Desktop,Chrome,US,show
2014-03-26,2014-03-26,2014-05-30,FEMALE,33,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,update
2014-03-26,2014-03-26,2014-04-02,FEMALE,26,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,ask_question
2014-03-26,2014-03-26,2014-04-06,-unknown-,28,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,qt2
2014-03-26,2014-03-26,2014-03-26,MALE,30,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,requested
2014-03-26,2014-03-26,2014-03-29,FEMALE,74,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,GB,search_results
2014-03-26,2014-03-26,2014-12-27,MALE,24,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,other,search_results
2014-03-26,2014-03-26,2014-03-27,FEMALE,23,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,search_results
2014-03-26,2014-03-26,2014-03-28,MALE,33,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US,requested
2014-03-26,2014-03-26,2014-04-22,FEMALE,30,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,confirm_email
2014-03-26,2014-03-26,2014-03-27,FEMALE,33,basic,0,en,seo,facebook,untracked,Web,Mac Desktop,Safari,FR,create
2014-03-26,2014-03-26,2014-04-04,-unknown-,34,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,personalize
2014-03-26,2014-03-26,2014-03-28,-unknown-,48,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,other,requested
2014-03-26,2014-03-26,2014-05-30,FEMALE,50,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other,show
2014-03-26,2014-03-26,2014-03-26,MALE,47,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,qt2
2014-03-26,2014-03-26,2014-04-05,MALE,42,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,FR,show
2014-03-26,2014-03-26,2014-03-27,MALE,27,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,authenticate
2014-03-26,2014-03-26,2014-03-26,MALE,36,facebook,0,en,direct,direct,omg,Web,Windows Desktop,IE,US,index
2014-03-26,2014-03-26,2014-03-26,-unknown-,26,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-03-26,2014-03-26,2014-04-24,MALE,62,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US,index
2014-03-26,2014-03-26,2014-09-09,FEMALE,52,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,GB,search_results
2014-03-26,2014-03-26,2014-03-26,MALE,66,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,edit
2014-03-26,2014-03-26,2014-11-26,MALE,19,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR,index
2014-03-26,2014-03-26,2014-03-30,-unknown-,35,basic,24,en,direct,direct,linked,Moweb,iPhone,Mobile Safari,US,create
2014-03-26,2014-03-26,2014-04-25,FEMALE,40,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,CA,search_results
2014-03-26,2014-03-26,2014-05-05,FEMALE,29,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,personalize
2014-03-26,2014-03-26,2014-04-10,MALE,68,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,ajax_refresh_subtotal
2014-03-26,2014-03-26,2014-04-20,MALE,27,basic,0,fr,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,US,authenticate
2014-03-26,2014-03-26,2014-03-26,FEMALE,62,facebook,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,US,show
2014-03-26,2014-03-26,2014-03-28,MALE,32,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,kba_update
2014-03-26,2014-03-26,2014-03-26,MALE,23,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,personalize
2014-03-26,2014-03-26,2014-03-26,MALE,50,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,US,complete_status
2014-03-26,2014-03-26,2015-02-27,FEMALE,29,basic,0,en,seo,facebook,linked,Web,Windows Desktop,Firefox,US,ajax_refresh_subtotal
2014-03-26,2014-03-26,2015-03-08,MALE,36,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other,search_results
2014-03-26,2014-03-26,2014-04-02,MALE,26,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,other,dashboard
2014-03-26,2014-03-26,2014-03-28,FEMALE,67,facebook,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,IT,search_results
2014-03-26,2014-03-26,2014-03-27,-unknown-,62,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,other,show
2014-03-26,2014-03-26,2014-03-27,FEMALE,29,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,edit
2014-03-26,2014-03-26,2014-03-28,-unknown-,31,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,CA,personalize
2014-03-26,2014-03-26,2014-04-25,FEMALE,28,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other,ajax_refresh_subtotal
2014-03-26,2014-03-26,2015-01-15,MALE,41,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,ajax_photo_widget_form_iframe
2014-03-26,2014-03-26,2014-03-27,-unknown-,41,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,US,personalize
2014-03-26,2014-03-26,2014-03-27,MALE,30,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other,show
2014-03-26,2014-03-26,2014-04-05,MALE,45,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,show
2014-03-26,2014-03-26,2014-07-24,FEMALE,28,basic,0,en,content,google,omg,Web,Mac Desktop,Safari,CA,show
2014-03-26,2014-03-26,2015-01-05,FEMALE,40,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US,personalize
2014-03-26,2014-03-26,2014-03-27,FEMALE,37,facebook,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,other,index
2014-03-26,2014-03-26,2014-04-27,FEMALE,27,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,show
2014-03-26,2014-03-26,2014-04-23,FEMALE,32,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,GB,personalize
2014-03-26,2014-03-26,2014-04-02,MALE,57,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,ES,track_page_view
2014-03-26,2014-03-26,2014-11-27,MALE,41,facebook,12,en,api,other,linked,Moweb,iPhone,Mobile Safari,US,click
2014-03-26,2014-03-26,2014-11-17,FEMALE,39,basic,25,en,direct,direct,untracked,iOS,iPhone,Mobile Safari,AU,click
2014-03-26,2014-03-26,2014-05-30,FEMALE,27,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,ajax_refresh_subtotal
2014-03-26,2014-03-26,2014-03-27,FEMALE,25,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,search_results
2014-03-26,2014-03-26,2014-03-27,FEMALE,26,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,GB,edit
2014-03-26,2014-03-26,2014-03-27,-unknown-,29,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US,track_page_view
2014-03-26,2014-03-26,2014-03-27,MALE,77,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,create
2014-03-26,2014-03-26,2014-03-27,MALE,43,basic,0,en,direct,direct,untracked,Web,Desktop (Other),Opera,US,show
2014-03-26,2014-03-26,2014-04-08,MALE,32,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,other,show
2014-03-26,2014-03-26,2014-03-27,-unknown-,54,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,ajax_photo_widget_form_iframe
2014-03-26,2014-03-26,2014-03-30,FEMALE,41,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,search_results
2014-03-26,2014-03-26,2014-05-21,-unknown-,31,basic,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,US,show
2014-03-27,2014-03-27,2014-03-27,FEMALE,62,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other,show
2014-03-27,2014-03-27,2014-03-27,MALE,40,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,US,qt2
2014-03-27,2014-03-27,2015-03-20,FEMALE,45,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,show
2014-03-27,2014-03-27,2015-03-17,FEMALE,39,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,edit
2014-03-27,2014-03-27,2014-03-29,MALE,61,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,US,search_results
2014-03-27,2014-03-27,2014-03-28,FEMALE,32,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,search_results
2014-03-27,2014-03-27,2014-03-27,MALE,30,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-03-27,2014-03-27,2014-03-27,FEMALE,32,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,ajax_refresh_subtotal
2014-03-27,2014-03-27,2014-08-05,FEMALE,27,basic,24,en,direct,direct,untracked,Moweb,Android Phone,Chrome Mobile,US,index
2014-03-27,2014-03-27,2014-04-01,MALE,42,basic,25,en,direct,direct,untracked,iOS,Windows Desktop,Firefox,US,active
2014-03-27,2014-03-27,2014-08-16,FEMALE,45,basic,0,en,direct,direct,untracked,Web,Android Tablet,IE,other,create
2014-03-27,2014-03-27,2014-07-04,FEMALE,34,facebook,0,en,content,google,omg,Web,Windows Desktop,IE,US,search_results
2014-03-27,2014-03-27,2014-03-29,FEMALE,25,basic,0,en,direct,direct,omg,Web,Windows Desktop,Firefox,US,search_results
2014-03-27,2014-03-27,2014-05-29,MALE,32,facebook,12,en,api,other,untracked,iOS,iPhone,-unknown-,US,active
2014-03-27,2014-03-27,2014-03-27,MALE,28,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,search_results
2014-03-27,2014-03-27,2014-08-16,-unknown-,33,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,show
2014-03-27,2014-03-27,2014-05-21,FEMALE,27,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-03-27,2014-03-27,2014-04-01,MALE,37,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,other,faq
2014-03-27,2014-03-27,2014-07-31,-unknown-,29,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,personalize
2014-03-27,2014-03-27,2014-03-27,FEMALE,26,basic,0,en,sem-non-brand,google,tracked-other,Web,Mac Desktop,Chrome,US,requested
2014-03-27,2014-03-27,2014-03-28,MALE,33,basic,25,en,direct,direct,linked,iOS,Windows Desktop,Chrome,GB,click
2014-03-27,2014-03-27,2014-03-28,FEMALE,31,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,show
2014-03-27,2014-03-27,2014-04-08,FEMALE,47,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US,personalize
2014-03-27,2014-03-27,2014-04-03,FEMALE,28,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,other,search_results
2014-03-27,2014-03-27,2014-03-31,-unknown-,41,basic,0,en,sem-brand,google,untracked,Web,iPad,Mobile Safari,US,show
2014-03-27,2014-03-27,2014-05-28,MALE,27,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,other,personalize
2014-03-27,2014-03-27,2014-12-10,FEMALE,32,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US,personalize
2014-03-27,2014-03-27,2014-04-01,-unknown-,61,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,ask_question
2014-03-27,2014-03-27,2014-03-27,-unknown-,37,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,other,requested
2014-03-27,2014-03-27,2014-03-28,MALE,31,basic,0,en,sem-brand,google,untracked,Web,Mac Desktop,Chrome,US,show
2014-03-27,2014-03-27,2014-06-04,MALE,41,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,other,personalize
2014-03-27,2014-03-27,2014-11-04,FEMALE,28,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,ajax_refresh_subtotal
2014-03-27,2014-03-27,2014-04-10,FEMALE,25,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,ajax_refresh_subtotal
2014-03-27,2014-03-27,2014-03-29,MALE,30,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,ajax_refresh_subtotal
2014-03-27,2014-03-27,2014-04-23,FEMALE,31,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,other,show
2014-03-27,2014-03-27,2014-05-10,MALE,63,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,search_results
2014-03-27,2014-03-27,2014-04-23,FEMALE,37,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,FR,show
2014-03-27,2014-03-27,2014-05-18,FEMALE,30,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,show
2014-03-27,2014-03-27,2014-04-01,FEMALE,49,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,show
2014-03-27,2014-03-27,2014-03-28,FEMALE,49,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US,show
2014-03-27,2014-03-27,2014-03-29,MALE,46,basic,25,en,direct,direct,untracked,iOS,Windows Desktop,Chrome,other,show
2014-03-27,2014-03-27,2014-03-28,FEMALE,24,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,search_results
2014-03-27,2014-03-27,2014-03-27,MALE,25,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,show
2014-03-27,2014-03-27,2015-01-30,-unknown-,30,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,ajax_refresh_subtotal
2014-03-27,2014-03-27,2014-06-06,FEMALE,27,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,other,update
2014-03-27,2014-03-27,2014-03-27,FEMALE,49,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,show
2014-03-27,2014-03-27,2014-08-18,-unknown-,32,basic,0,en,seo,google,linked,Web,Mac Desktop,Firefox,other,update
2014-03-27,2014-03-27,2014-03-28,FEMALE,45,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,US,ask_question
2014-03-27,2014-03-27,2014-03-28,MALE,40,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,show
2014-03-27,2014-03-27,2014-03-27,FEMALE,36,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,show
2014-03-27,2014-03-27,2015-01-04,FEMALE,28,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,other,requested
2014-03-27,2014-03-27,2015-01-31,-unknown-,37,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,index
2014-03-27,2014-03-27,2014-07-27,MALE,38,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US,show
2014-03-27,2014-03-27,2014-03-27,MALE,76,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,show
2014-03-27,2014-03-27,2015-03-13,MALE,22,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,search_results
2014-03-27,2014-03-27,2014-04-02,FEMALE,25,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,show
2014-03-27,2014-03-27,2014-11-12,FEMALE,30,facebook,0,it,seo,facebook,linked,Web,Mac Desktop,Safari,US,show
2014-03-27,2014-03-27,2014-03-27,MALE,34,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,FR,show
2014-03-27,2014-03-27,2014-04-01,MALE,29,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US,edit
2014-03-27,2014-03-27,2015-03-18,FEMALE,32,facebook,0,en,content,google,omg,Web,Mac Desktop,Safari,US,search_results
2014-03-27,2014-03-27,2014-08-09,-unknown-,37,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,header_userpic
