,most_frequent_secs_elapsed,age,most_frequent_action,most_frequent_action_detail,first_browser,gender,most_frequent_action_type,affiliate_channel,most_frequent_device_type,first_device_type,first_affiliate_tracked,language,signup_method,affiliate_provider,signup_app,signup_flow
21274,17.0,32,114,43,10,1,3,1,6,3,3,5,1,7,2,0
21275,162.0,25,114,73,10,2,7,2,6,3,6,20,0,3,2,0
21276,647.0,25,60,0,23,2,0,2,6,3,6,5,0,3,2,0
21277,14.0,26,114,68,0,0,7,2,11,8,6,5,0,3,3,25
21278,1.0,31,131,0,0,1,0,2,11,8,6,5,1,3,3,12
21279,7.0,32,110,73,23,0,2,6,6,3,0,5,0,7,2,0
21280,44.0,21,114,73,17,1,7,7,10,7,0,5,0,7,2,0
21281,6.0,36,114,0,0,2,7,2,11,8,6,5,1,3,3,12
21282,63.0,59,22,0,23,2,0,5,6,3,3,5,0,7,2,0
21283,49.0,41,114,0,0,1,7,2,1,4,6,5,1,3,0,12
21284,6.0,28,114,0,10,2,7,2,8,6,6,5,0,3,2,0
21285,2.0,28,22,0,6,2,0,5,8,6,3,5,1,7,2,0
21286,51.0,36,114,68,0,2,7,2,11,8,6,5,0,3,3,25
21287,8.0,40,15,11,10,1,2,5,6,3,3,5,0,7,2,0
21288,0.0,51,45,73,10,1,7,5,8,6,3,5,0,7,2,0
21289,20.0,43,114,0,2,0,0,2,8,0,6,5,0,3,2,0
21290,378.0,37,45,20,10,1,7,2,6,3,6,5,1,3,2,0
21291,28.0,27,114,68,23,0,7,2,11,3,3,5,0,3,3,25
21292,0.0,28,106,45,6,2,7,5,8,6,3,5,1,7,2,0
21293,789.0,46,45,0,23,0,0,5,6,3,3,5,0,7,2,0
21294,28.0,29,114,73,23,1,7,2,6,3,0,5,1,3,2,0
21295,2.0,32,114,43,10,1,7,2,6,3,6,5,0,3,2,0
21296,1.0,28,114,0,0,1,3,2,11,8,6,5,1,3,3,12
21297,3467.0,29,24,25,6,1,3,2,6,3,6,5,1,3,2,0
21298,334.0,33,43,0,23,0,0,5,6,3,3,5,0,7,2,0
21299,5.0,58,114,73,6,2,7,2,8,6,6,5,0,3,2,0
21300,14.0,44,45,20,23,0,7,2,6,3,3,5,0,3,2,0
21301,1124.0,34,114,73,11,0,7,2,7,1,3,5,0,3,2,0
21302,80.0,48,4,0,0,2,0,2,11,8,6,5,0,3,3,25
21303,765.0,27,114,73,10,2,7,2,8,6,6,5,0,3,2,0
21304,28.0,26,128,77,6,2,7,5,6,3,3,5,1,7,2,0
21305,64.0,40,110,73,23,2,7,2,6,3,0,5,0,3,2,0
21306,3.0,28,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21307,37.0,30,114,68,0,1,7,2,11,8,6,5,1,3,3,12
21308,34.0,21,114,73,7,1,3,2,0,8,6,5,0,3,1,24
21309,660.0,23,48,21,6,1,7,7,6,3,0,5,1,7,2,0
21310,58.0,36,114,73,0,2,7,2,11,8,6,5,1,3,3,12
21311,3.0,30,114,43,17,1,7,5,6,8,6,5,1,7,2,0
21312,8.0,28,114,0,0,2,0,2,11,8,6,5,0,3,3,25
21313,1615.0,27,29,0,0,2,0,2,1,4,6,5,0,3,0,23
21314,3475.0,31,24,25,10,2,3,6,8,6,3,5,1,7,2,0
21315,1265.0,29,62,0,23,2,7,5,6,3,3,5,1,7,2,0
21316,39.0,32,114,25,17,1,3,5,10,7,3,5,0,7,2,0
21317,105.0,32,24,0,17,1,3,2,6,8,4,5,1,3,2,0
21318,113.0,62,114,73,10,2,7,2,8,6,0,5,0,3,2,0
21319,0.0,50,106,45,23,0,7,2,6,3,6,5,0,3,2,0
21320,617.0,29,62,73,23,1,7,5,6,3,3,5,1,7,2,0
21321,10.0,25,114,43,6,2,3,2,6,3,6,5,0,3,2,0
21322,69.0,32,4,0,0,2,0,2,11,8,6,5,1,3,3,12
21323,218.0,34,114,73,6,2,7,7,6,3,0,5,1,7,2,0
21324,3.0,21,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21325,99.0,37,24,32,6,2,3,2,6,3,0,5,1,3,2,0
21326,5.0,31,114,43,6,1,7,5,8,6,3,5,0,7,2,0
21327,177.0,28,114,0,0,2,7,2,1,4,6,5,2,3,0,12
21328,55.0,40,6,0,23,1,7,5,6,3,3,5,0,7,2,0
21329,2.0,37,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21330,12.0,92,119,59,6,1,2,6,8,6,3,8,1,7,2,0
21331,16.0,35,109,73,0,2,2,2,11,8,6,5,0,3,3,25
21332,138.0,26,107,0,7,0,3,2,1,0,6,5,2,3,0,12
21333,19.0,32,114,0,17,1,2,2,10,7,6,5,0,3,2,0
21334,28.0,32,114,68,0,2,7,2,11,8,6,5,0,3,3,25
21335,5.0,25,114,68,0,1,7,2,10,7,6,19,1,3,3,12
21336,2.0,26,110,73,6,0,2,2,8,6,6,23,0,3,2,0
21337,4.0,42,114,73,23,1,3,2,6,3,6,5,1,3,2,0
21338,7.0,34,114,43,17,1,7,6,6,8,0,5,1,7,2,0
21339,74.0,35,110,73,10,2,2,2,5,2,6,5,0,3,2,0
21340,9.0,29,56,25,17,1,3,5,10,7,3,5,1,7,2,0
21341,11.0,72,15,11,6,2,2,2,8,6,6,5,1,3,2,0
21342,25.0,56,114,11,6,1,3,2,8,6,0,5,1,3,2,0
21343,56.0,57,48,0,10,2,7,5,6,3,3,5,0,7,2,0
21344,64.0,30,62,0,6,1,0,2,4,2,6,5,1,3,2,0
21345,29.0,33,114,73,23,1,7,6,6,3,3,5,0,7,2,0
21346,234.0,31,45,0,6,0,0,2,6,3,5,5,0,3,2,0
21347,9.0,35,110,73,23,1,2,1,6,3,3,5,1,7,2,0
21348,15.0,35,132,0,17,2,7,5,8,7,6,5,0,7,2,0
21349,78.0,62,114,73,23,0,7,5,6,3,3,5,0,7,2,0
21350,103.0,32,21,0,10,0,3,5,8,6,3,5,0,7,2,0
21351,51.0,23,27,0,6,1,0,1,6,3,6,5,1,7,2,0
21352,12.0,30,114,75,23,2,7,5,6,3,6,5,0,7,2,0
21353,12.0,50,114,37,10,2,7,2,6,3,6,5,0,3,2,0
21354,3.0,29,45,0,17,1,7,2,10,7,6,5,1,3,2,0
21355,86.0,44,114,0,0,1,7,2,1,4,6,5,1,3,0,12
21356,0.0,34,114,43,23,2,7,2,6,3,6,5,0,3,2,0
21357,8.0,49,114,73,17,0,2,6,10,7,3,5,0,7,2,0
21358,221.0,32,131,63,23,2,6,2,6,3,6,5,0,3,2,0
21359,49.0,27,48,0,23,2,0,2,6,3,6,5,0,3,2,0
21360,67.0,54,114,73,23,2,7,2,6,3,6,5,1,3,2,0
21361,0.0,31,114,43,10,1,2,2,8,6,3,5,0,3,2,0
21362,16.0,27,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21363,384.0,32,106,45,23,1,7,2,6,3,6,5,0,3,2,0
21364,189.0,42,45,20,10,1,3,2,8,6,6,8,0,3,2,0
21365,21.0,36,114,43,11,1,3,2,8,6,6,5,1,3,2,0
21366,60.0,30,24,20,6,1,3,5,6,3,3,5,1,7,2,0
21367,33.0,29,22,0,23,1,0,2,6,3,6,5,0,3,2,0
21368,20.0,65,87,0,6,2,3,5,8,6,0,5,1,7,2,0
21369,1.0,26,56,25,10,2,3,5,8,6,3,5,0,7,2,0
21370,28.0,26,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21371,92.0,35,109,73,17,0,2,2,10,7,6,5,0,3,3,25
21372,29.0,73,114,0,11,1,7,2,8,6,6,5,0,3,2,0
21373,448.0,38,131,63,11,1,6,7,8,6,6,5,0,1,2,0
21374,60.0,32,114,73,11,2,7,2,8,6,6,5,0,3,2,0
21375,8.0,23,114,68,0,2,7,2,11,8,6,19,1,3,3,12
21376,13.0,35,110,0,23,1,7,2,6,3,6,5,0,3,2,0
21377,168.0,34,131,63,10,2,6,2,8,6,6,5,0,3,2,0
21378,43.0,27,110,73,6,2,2,2,6,3,6,5,0,3,2,0
21379,148.0,29,109,73,0,2,2,2,1,4,6,5,1,3,0,12
21380,50.0,46,114,68,17,1,7,2,11,8,0,5,0,3,1,24
21381,26.0,58,62,0,23,2,7,2,6,3,6,5,1,3,2,0
21382,1.0,24,114,73,10,1,7,2,6,3,6,5,1,3,2,0
21383,50.0,38,109,73,0,0,2,2,1,4,6,5,0,3,0,23
21384,15.0,58,114,73,6,2,7,5,8,6,6,5,0,7,2,0
21385,555.0,39,71,34,23,1,6,2,6,3,3,5,1,3,2,0
21386,6.0,27,114,73,0,2,2,2,1,4,6,5,1,3,0,12
21387,0.0,54,110,73,17,0,2,2,10,7,6,5,0,3,2,0
21388,4.0,29,48,0,23,1,7,5,6,3,3,5,0,7,2,0
21389,101.0,28,114,0,0,2,0,2,11,8,6,5,1,3,3,12
21390,26.0,37,114,43,23,1,7,5,6,3,3,5,0,7,2,0
21391,181.0,39,131,63,23,0,7,2,6,3,6,5,0,3,2,0
21392,16.0,41,114,68,0,2,7,2,11,8,6,5,0,3,3,25
21393,14.0,30,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21394,1.0,30,62,73,17,2,3,5,10,7,3,5,0,7,2,0
21395,19.0,26,114,0,17,2,0,2,11,8,6,5,0,3,1,24
21396,31.0,32,114,0,6,2,2,5,4,2,3,5,1,7,2,0
21397,52.0,30,114,43,23,1,7,2,6,3,6,5,0,3,2,0
21398,0.0,20,24,32,17,1,6,2,11,8,4,5,1,3,2,0
21399,14.0,39,114,11,10,1,3,6,8,6,3,23,1,7,2,0
21400,3.0,53,114,11,10,1,7,5,8,6,3,5,0,7,2,0
21401,290.0,25,131,63,6,1,6,2,6,3,6,5,1,3,2,0
21402,386.0,78,131,63,23,0,6,5,6,3,3,5,0,7,2,0
21403,1078.0,23,62,37,23,1,7,5,6,3,3,5,1,7,2,0
21404,319.0,31,71,28,6,2,7,5,6,3,3,5,1,7,2,0
21405,161.0,29,131,63,6,1,7,5,6,3,6,5,1,7,2,0
21406,17.0,30,114,73,17,0,7,7,10,7,0,5,0,7,2,0
21407,57.0,53,13,0,6,1,0,5,8,6,3,5,0,7,2,0
21408,18.0,39,114,73,11,2,7,2,8,6,6,5,0,3,2,0
21409,90.0,26,114,20,23,2,7,5,6,3,3,5,0,7,2,0
21410,17.0,46,114,43,6,2,3,2,8,6,6,5,0,3,2,0
21411,76.0,50,131,63,6,1,6,1,8,6,3,5,0,7,2,0
21412,13.0,19,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21413,57.0,46,114,73,23,1,7,5,6,3,3,5,0,7,2,0
21414,4.0,46,110,73,6,0,2,5,8,6,3,5,1,7,2,0
21415,140.0,24,43,0,0,1,0,2,11,8,6,5,0,3,3,25
21416,52.0,45,114,43,23,2,7,2,6,3,0,5,1,3,2,0
21417,25.0,32,110,73,6,0,7,5,8,6,6,5,0,7,2,0
21418,61.0,38,114,0,0,1,7,2,1,4,6,5,1,3,0,12
21419,1591.0,47,114,73,10,2,7,2,6,3,6,5,1,3,2,0
21420,799.0,30,131,63,10,2,6,2,6,3,6,5,1,3,2,0
21421,33.0,25,4,0,0,1,0,2,11,8,6,5,1,3,3,12
21422,73.0,50,114,68,0,2,7,2,11,8,6,5,0,3,3,25
21423,53.0,45,110,73,10,2,2,2,8,6,6,5,1,3,2,0
21424,692.0,28,114,0,0,2,7,2,1,4,6,5,1,3,0,12
21425,32.0,23,114,37,6,0,7,2,8,6,6,23,0,3,2,0
21426,0.0,41,43,18,23,0,6,5,6,3,3,5,0,7,2,0
21427,26.0,31,131,63,6,0,6,2,6,3,6,5,0,3,2,0
21428,224.0,26,27,0,6,2,0,2,6,3,6,5,1,3,2,0
21429,9.0,32,110,73,6,0,2,2,8,6,6,5,0,3,2,0
21430,378.0,33,106,45,6,2,7,2,8,6,6,5,0,3,2,0
21431,0.0,24,87,75,6,1,3,2,6,3,6,5,1,3,2,0
21432,75.0,39,4,0,0,2,0,2,11,8,6,5,0,3,3,25
21433,79.0,45,131,63,23,1,6,2,6,3,3,5,0,3,2,0
21434,1.0,27,114,68,17,0,7,2,11,8,6,5,0,3,3,25
21435,13.0,24,62,73,23,0,7,5,6,3,6,5,0,7,2,0
21436,0.0,35,114,0,0,2,3,2,11,8,6,5,1,3,3,12
21437,1.0,26,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21438,53.0,34,114,73,23,2,7,2,6,3,0,5,1,3,2,0
21439,63.0,34,131,0,23,1,7,5,6,3,3,5,0,7,2,0
21440,65.0,74,56,25,11,0,3,2,8,6,6,5,0,3,2,0
21441,99.0,25,114,43,6,2,7,7,8,6,0,5,0,7,2,0
21442,54.0,64,114,73,10,2,7,5,8,6,3,5,0,7,2,0
21443,16.0,30,13,0,6,2,0,2,8,6,6,5,0,3,2,0
21444,274.0,33,56,25,6,2,3,2,6,3,6,5,1,3,2,0
21445,1.0,54,110,73,11,1,7,2,8,6,6,5,0,3,2,0
21446,192.0,30,60,0,10,1,0,2,6,3,6,5,1,3,2,0
21447,26.0,25,48,21,6,1,7,5,6,3,6,5,1,7,2,0
21448,14.0,28,119,59,23,1,2,2,6,3,0,5,1,3,2,0
21449,10.0,22,114,68,0,1,7,2,11,8,6,5,1,3,3,12
21450,662.0,38,45,20,6,2,7,5,8,6,3,5,0,7,2,0
21451,17.0,36,43,0,0,0,0,2,11,8,6,5,0,3,3,25
21452,46.0,19,114,43,6,2,3,2,8,6,0,23,1,3,2,0
21453,10.0,58,114,43,7,2,7,2,10,7,6,5,0,3,2,0
21454,34.0,31,114,73,6,1,7,5,6,3,3,5,0,7,2,0
21455,8.0,30,106,45,6,1,7,2,6,3,6,5,1,3,2,0
21456,38.0,31,114,0,17,1,3,2,10,8,0,5,1,3,2,0
21457,4.0,28,114,73,23,2,7,2,6,3,6,5,0,3,2,0
21458,41.0,28,114,73,23,1,7,5,6,3,0,5,0,7,2,0
21459,26.0,22,114,73,6,1,7,2,6,3,6,5,1,3,2,0
21460,18.0,22,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21461,1051.0,32,114,0,23,1,0,5,6,3,3,5,0,7,2,0
21462,7.0,44,114,73,0,2,3,2,11,8,6,5,1,3,3,12
21463,4.0,55,114,43,23,1,7,1,6,3,3,5,1,7,2,0
21464,0.0,35,48,21,23,2,7,2,6,3,6,5,0,3,2,0
21465,38.0,56,60,0,10,2,0,2,8,6,6,5,0,3,2,0
21466,794.0,33,109,73,0,1,2,2,1,4,6,5,1,3,0,12
21467,37.0,43,114,0,17,2,0,2,11,7,3,5,0,3,2,0
21468,67.0,35,114,0,0,2,0,2,11,8,6,5,1,3,3,12
21469,96.0,46,114,73,10,1,7,5,6,3,0,5,1,7,2,0
21470,14.0,34,114,43,6,2,7,7,8,6,0,5,0,7,2,0
21471,27.0,49,114,59,23,2,3,7,6,3,0,5,0,1,2,0
21472,0.0,39,114,0,0,2,3,2,11,8,6,5,1,3,3,12
21473,29.0,23,110,73,6,2,2,2,8,6,6,5,0,3,2,0
21474,37.0,24,110,0,6,1,0,6,6,3,6,5,1,7,2,0
21475,21.0,26,114,73,23,1,7,2,6,3,6,5,1,3,2,0
21476,979.0,48,24,32,6,2,6,5,6,3,3,5,1,7,2,0
21477,6.0,23,114,68,0,1,7,2,11,8,6,5,1,3,3,12
21478,9.0,23,114,37,6,1,7,2,6,3,6,5,1,3,2,0
21479,0.0,59,43,56,17,2,6,2,0,8,0,5,0,3,1,24
21480,8.0,31,4,0,0,0,0,2,11,8,6,5,0,3,3,25
21481,184.0,29,109,73,0,2,2,2,1,4,6,5,1,3,0,12
21482,381.0,39,109,73,0,1,2,2,1,4,6,5,1,3,0,12
21483,148.0,30,114,11,17,1,3,5,10,7,3,5,0,7,2,0
21484,3.0,36,114,0,6,2,7,2,11,3,6,5,0,3,3,25
21485,52.0,40,114,73,6,1,7,6,8,6,3,5,1,7,2,0
21486,5.0,38,114,0,6,2,7,2,4,2,6,5,0,3,2,0
21487,4.0,47,110,73,11,1,2,6,8,6,3,5,0,7,2,0
21488,58.0,26,114,43,6,2,7,2,6,3,6,5,1,3,2,0
21489,5.0,49,114,0,6,1,7,2,8,6,6,5,0,3,2,0
21490,49.0,54,87,75,6,1,3,2,8,6,6,5,1,3,2,0
21491,47.0,54,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21492,24.0,21,119,73,23,0,2,2,6,3,6,5,0,3,2,0
21493,366.0,40,24,0,17,2,0,2,11,8,6,5,1,3,2,0
21494,39.0,43,4,0,0,0,0,2,11,8,6,5,1,3,3,12
21495,71.0,33,114,68,0,1,7,2,11,8,6,5,1,3,3,12
21496,59.0,37,114,68,0,2,7,2,11,8,6,5,0,3,3,25
21497,1017.0,30,48,0,6,1,7,2,8,6,6,5,0,3,2,0
21498,36.0,32,114,75,23,1,3,2,6,3,3,5,0,3,2,0
21499,0.0,32,106,45,10,1,7,2,6,3,6,5,0,3,2,0
21500,48.0,39,114,0,10,2,3,2,6,3,0,5,1,3,2,0
21501,13.0,58,114,43,6,2,7,2,8,6,6,5,0,3,2,0
21502,68.0,26,110,73,6,2,2,2,8,6,6,5,1,3,2,0
21503,38.0,28,4,0,0,2,0,2,1,4,6,5,1,3,0,12
21504,701.0,27,30,7,23,1,7,2,6,3,0,5,1,3,2,0
21505,9.0,25,13,0,6,0,0,2,8,6,6,5,0,3,2,0
21506,33.0,50,114,73,23,2,7,2,6,3,6,5,1,3,2,0
21507,4.0,28,13,0,6,1,0,5,6,3,3,5,0,7,2,0
21508,67.0,42,110,73,17,1,2,6,10,7,6,5,1,7,2,0
21509,102.0,22,114,0,0,1,7,2,11,8,6,5,1,3,3,12
21510,31.0,38,114,43,6,2,7,7,8,6,6,5,1,5,2,0
21511,67.0,36,114,59,6,1,3,2,6,3,0,5,1,3,2,0
21512,0.0,29,114,68,11,1,7,2,11,6,6,5,0,3,3,25
21513,36.0,33,62,73,6,1,7,7,8,6,0,5,1,7,2,0
21514,112.0,40,87,75,17,2,3,2,10,7,6,5,1,3,2,0
21515,65.0,37,110,73,17,1,2,2,10,7,6,5,1,3,2,0
21516,11.0,41,110,73,6,0,2,5,8,6,3,5,0,7,2,0
21517,419.0,33,43,28,23,2,7,2,6,3,3,5,0,3,2,0
21518,13.0,29,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21519,1.0,24,114,0,6,1,2,7,8,6,0,5,1,7,2,0
21520,233.0,25,22,0,6,1,0,2,6,3,6,23,0,3,2,0
21521,29.0,24,114,43,6,2,7,2,6,3,0,5,1,3,2,0
21522,22.0,25,114,0,0,0,7,2,11,8,6,5,0,3,3,25
21523,0.0,48,114,43,6,0,3,6,6,3,3,5,0,7,2,0
21524,2.0,40,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21525,75.0,19,114,73,0,0,7,2,10,7,6,5,0,3,3,25
21526,37.0,29,114,68,0,2,3,2,11,8,6,5,1,3,3,12
21527,8.0,38,114,0,0,1,7,2,11,8,6,5,1,3,3,12
21528,48.0,20,114,43,6,2,7,1,8,6,3,6,1,7,2,0
21529,26.0,45,114,73,6,1,7,6,6,3,3,5,1,7,2,0
21530,326.0,25,114,43,6,2,7,3,8,6,5,5,1,11,2,0
21531,8.0,41,114,0,0,0,0,2,11,8,6,5,0,3,3,25
21532,152.0,28,131,63,23,2,6,6,6,3,3,5,1,7,2,0
21533,471.0,53,102,49,23,2,7,2,6,3,0,5,1,3,2,0
21534,0.0,27,106,45,6,1,7,2,6,3,0,5,1,3,2,0
21535,107.0,53,114,73,0,2,7,2,11,8,6,5,0,3,3,25
21536,61.0,64,62,73,10,0,7,2,8,6,0,5,0,3,2,0
21537,94.0,33,114,68,0,1,7,2,11,8,6,5,0,3,3,25
21538,10.0,36,131,66,23,0,6,2,6,3,6,5,0,3,2,0
21539,59.0,26,114,43,6,1,7,2,6,3,6,23,1,3,2,0
21540,15.0,31,114,73,10,2,7,2,8,6,6,5,0,3,2,0
21541,10.0,26,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21542,68.0,45,114,0,10,1,0,1,6,3,3,5,1,7,2,0
21543,12.0,29,114,73,23,2,7,2,6,3,6,5,0,3,2,0
21544,0.0,66,114,73,10,2,7,2,8,6,6,5,0,3,2,0
21545,26.0,62,110,73,6,2,7,5,6,3,0,5,0,7,2,0
21546,38.0,54,114,68,0,1,7,2,11,8,6,5,0,3,3,25
21547,154.0,53,60,0,10,1,0,2,6,3,6,5,0,3,2,0
21548,0.0,29,110,73,6,2,2,2,6,3,6,5,1,3,2,0
21549,398.0,35,56,25,6,2,6,5,6,3,3,5,1,7,2,0
21550,11.0,56,48,0,6,1,0,6,6,3,0,5,0,7,2,0
21551,116.0,27,119,59,23,2,2,2,5,3,0,5,1,3,2,0
21552,0.0,27,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21553,14.0,41,114,73,23,2,7,2,6,3,6,5,0,3,2,0
21554,86.0,69,131,63,10,1,6,5,8,6,3,5,0,7,2,0
21555,41.0,22,114,73,23,2,7,5,6,3,3,5,1,7,2,0
21556,26.0,25,114,73,17,2,7,2,10,7,6,5,0,3,2,0
21557,13.0,36,114,59,17,1,3,2,10,7,6,5,0,3,2,0
21558,0.0,31,106,73,10,2,7,2,6,3,6,5,1,3,2,0
21559,0.0,59,43,20,23,1,7,6,6,3,6,5,0,7,2,0
21560,760.0,26,48,0,6,1,7,5,6,3,3,5,0,7,2,0
21561,22.0,40,114,0,0,2,3,2,1,4,6,5,0,3,0,23
21562,34.0,47,114,73,10,2,7,2,6,3,0,5,1,3,2,0
21563,3.0,57,114,43,6,1,7,2,6,3,6,5,0,3,2,0
21564,11.0,39,4,0,0,2,0,2,11,8,6,5,1,3,3,12
21565,0.0,31,43,56,2,0,6,2,0,4,6,5,0,3,1,24
21566,113.0,26,4,0,0,2,0,2,1,4,6,5,1,3,0,12
21567,6.0,26,114,11,6,2,2,7,8,6,0,5,1,7,2,0
21568,334.0,60,108,0,17,1,0,2,11,8,6,5,1,3,2,0
21569,9.0,38,110,73,6,2,2,2,6,3,6,5,1,3,2,0
21570,17.0,33,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21571,935.0,65,62,73,23,1,7,2,6,3,6,5,0,3,2,0
21572,7.0,52,114,43,11,2,7,2,8,6,6,5,0,3,2,0
21573,686.0,44,43,0,10,0,0,2,6,3,6,5,0,3,2,0
21574,174.0,32,131,63,23,0,6,5,6,3,6,5,0,7,2,0
21575,2.0,38,102,0,6,1,7,5,8,6,3,5,1,7,2,0
21576,405.0,24,131,63,6,1,6,2,6,3,0,5,1,3,2,0
21577,29.0,24,131,63,6,2,6,2,6,3,6,5,0,3,2,0
21578,38.0,29,131,63,10,1,6,5,8,6,3,5,0,7,2,0
21579,539.0,22,60,0,10,1,0,2,8,6,6,5,0,3,2,0
21580,3.0,47,114,68,0,2,7,2,11,8,6,5,0,3,3,25
21581,279.0,41,114,68,0,2,7,2,11,8,6,5,1,3,3,12
21582,152.0,33,29,0,0,1,6,2,1,4,6,5,0,3,0,23
21583,209.0,29,56,25,11,1,3,2,8,6,6,5,1,3,2,0
21584,6.0,46,114,73,6,0,7,2,6,3,6,5,0,3,2,0
21585,13.0,31,114,43,17,0,7,2,10,7,6,5,0,3,2,0
21586,10.0,26,131,63,0,0,6,2,1,4,6,5,0,3,0,23
21587,35.0,30,114,0,0,2,0,2,11,8,6,5,1,3,3,12
21588,93.0,31,114,0,0,1,7,2,1,4,6,5,0,3,0,8
21589,12.0,31,114,73,6,1,7,5,6,3,3,5,0,7,2,0
21590,1.0,30,114,68,0,0,7,2,11,8,6,5,0,3,3,25
21591,3.0,26,114,43,6,2,7,2,6,3,6,5,1,3,2,0
21592,8.0,29,114,43,6,1,7,5,6,3,3,5,0,7,2,0
21593,22.0,31,114,0,0,2,7,2,1,4,6,5,1,3,0,12
21594,5.0,26,62,0,11,2,7,2,8,6,6,5,0,3,2,0
21595,10.0,52,110,73,6,2,7,2,6,3,6,5,0,3,2,0
21596,1201.0,38,48,0,6,2,7,7,6,3,0,5,0,7,2,0
21597,9.0,31,114,0,6,2,0,7,6,3,0,5,1,7,2,0
21598,315.0,29,131,63,23,1,6,1,6,3,3,14,1,7,2,0
21599,29.0,24,110,73,6,2,2,2,8,6,6,23,0,3,2,0
21600,21.0,26,4,0,0,2,0,2,11,8,6,5,1,3,3,12
21601,0.0,59,114,0,6,2,7,4,8,6,0,5,1,7,2,0
21602,1000.0,31,114,43,23,0,7,2,6,3,6,5,0,3,2,0
21603,6.0,37,114,73,23,1,7,6,6,3,3,5,1,7,2,0
21604,175.0,23,4,0,17,1,0,2,0,8,4,5,1,3,3,12
21605,34.0,31,114,21,17,1,7,7,10,7,6,5,0,7,2,0
21606,1.0,29,110,73,23,0,2,2,6,3,6,5,0,3,2,0
21607,77.0,31,114,43,0,2,7,2,11,8,6,5,1,3,3,12
21608,10.0,30,114,75,11,2,3,2,7,1,6,5,0,3,2,0
21609,110.0,46,110,73,6,2,2,5,8,6,3,5,0,7,2,0
21610,0.0,59,62,73,11,2,7,2,8,6,0,5,0,3,2,0
21611,46.0,45,62,73,23,2,7,5,6,3,0,5,1,7,2,0
21612,17.0,25,114,43,23,1,7,6,6,3,3,5,1,7,2,0
21613,25.0,22,45,0,6,1,7,2,6,3,6,5,0,3,2,0
21614,153.0,57,131,63,10,2,6,2,6,3,6,5,0,3,2,0
21615,44.0,29,114,43,6,0,7,2,6,3,6,5,0,3,2,0
21616,2.0,27,114,68,0,1,7,2,11,8,6,5,1,3,3,12
21617,23.0,31,62,0,6,2,0,7,6,3,0,5,1,7,2,0
21618,93.0,30,114,43,0,2,7,5,6,8,6,5,1,7,2,0
21619,15.0,39,114,73,10,1,7,2,8,6,6,5,0,3,2,0
21620,54.0,30,114,0,23,2,7,2,11,3,6,5,1,3,3,12
21621,3.0,37,114,73,10,1,7,6,8,6,3,5,0,7,2,0
21622,375.0,23,24,25,6,1,3,2,6,3,0,5,1,3,2,0
21623,16.0,26,114,0,0,2,3,2,11,8,6,5,1,3,3,12
21624,19.0,45,110,73,23,0,2,2,6,3,6,5,0,3,2,0
21625,31.0,28,114,63,23,0,7,5,6,3,3,5,0,7,2,0
21626,5.0,64,114,43,10,1,7,5,6,3,3,5,1,7,2,0
21627,10.0,48,15,0,17,0,7,2,10,7,6,5,0,3,2,0
21628,27.0,33,114,73,23,0,7,5,6,3,3,5,0,7,2,0
21629,1034.0,74,12,14,17,2,2,2,10,7,0,5,1,3,2,0
21630,44.0,32,4,0,0,1,0,2,11,8,6,5,1,3,3,12
21631,74.0,28,131,63,6,2,6,2,6,3,6,5,1,3,2,0
21632,0.0,33,97,37,10,2,7,2,8,6,6,5,1,3,2,0
21633,24.0,38,114,73,6,2,3,5,10,3,6,5,0,7,2,0
21634,18.0,32,62,73,0,2,7,2,11,8,6,5,1,3,3,12
21635,20.0,33,24,0,6,2,6,7,8,6,0,5,1,7,2,0
21636,75.0,28,114,43,23,1,7,2,6,3,6,5,1,3,2,0
21637,4.0,28,60,0,17,0,0,2,11,8,0,5,0,3,1,24
21638,147.0,33,114,73,17,1,7,5,10,7,3,5,1,7,2,0
21639,56.0,35,110,73,10,1,7,2,8,6,6,5,0,3,2,0
21640,53.0,22,114,0,6,1,7,5,6,3,3,5,1,7,2,0
21641,839.0,38,131,63,23,2,6,2,6,3,6,5,1,3,2,0
21642,0.0,19,106,45,0,1,7,2,6,8,6,5,0,3,2,0
21643,27.0,53,114,73,17,1,7,2,8,8,6,5,1,3,2,0
21644,3.0,39,13,0,6,0,0,2,8,6,6,5,0,3,2,0
21645,10.0,23,114,20,6,2,7,2,8,6,6,5,0,3,2,0
21646,27.0,44,4,0,0,2,0,2,11,8,6,5,0,3,3,25
21647,0.0,24,56,0,25,1,7,2,8,2,6,5,0,3,2,0
